Date,Open,High,Low,Close,Volume,Market Cap
28-Apr-18,0.812063,0.887591,0.812063,0.863804,"788,719,000","31,789,200,000"
27-Apr-18,0.851139,0.859641,0.813885,0.813885,"673,793,000","33,318,900,000"
26-Apr-18,0.801774,0.852414,0.771787,0.852414,"1,028,590,000","31,386,400,000"
25-Apr-18,0.932771,0.932771,0.779231,0.800607,"1,614,050,000","36,514,500,000"
24-Apr-18,0.876012,0.96561,0.873566,0.934781,"1,572,930,000","34,292,500,000"
23-Apr-18,0.866578,0.88629,0.863304,0.876657,"674,545,000","33,903,000,000"
22-Apr-18,0.86682,0.911901,0.848091,0.869995,"946,399,000","33,912,400,000"
21-Apr-18,0.925021,0.925021,0.821113,0.873103,"1,563,970,000","36,189,400,000"
20-Apr-18,0.791172,0.938354,0.791172,0.924465,"2,344,070,000","30,952,900,000"
19-Apr-18,0.712059,0.791976,0.706841,0.791976,"878,328,000","27,857,700,000"
18-Apr-18,0.657052,0.721426,0.657052,0.708932,"624,049,000","25,705,700,000"
17-Apr-18,0.66489,0.677356,0.654346,0.656933,"442,353,000","26,012,300,000"
16-Apr-18,0.682296,0.687165,0.63861,0.663297,"531,996,000","26,693,300,000"
15-Apr-18,0.634883,0.682534,0.634143,0.682534,"609,637,000","24,838,400,000"
14-Apr-18,0.63738,0.661508,0.616307,0.632184,"626,268,000","24,936,100,000"
13-Apr-18,0.630093,0.693112,0.605816,0.638087,"1,245,170,000","24,651,000,000"
12-Apr-18,0.538657,0.644518,0.506543,0.628737,"1,346,740,000","21,058,600,000"
11-Apr-18,0.492568,0.548455,0.489026,0.539506,"341,707,000","19,256,700,000"
10-Apr-18,0.492134,0.493645,0.482839,0.491931,"154,495,000","19,239,800,000"
9-Apr-18,0.501201,0.512142,0.482573,0.491855,"271,775,000","19,594,200,000"
8-Apr-18,0.488227,0.501418,0.487591,0.500398,"137,548,000","19,087,000,000"
7-Apr-18,0.476851,0.495667,0.474575,0.487867,"209,076,000","18,642,300,000"
6-Apr-18,0.494781,0.49809,0.465615,0.476431,"218,156,000","19,343,200,000"
5-Apr-18,0.50195,0.505882,0.48449,0.495801,"358,755,000","19,623,500,000"
4-Apr-18,0.554569,0.563117,0.498487,0.501631,"415,258,000","21,680,600,000"
3-Apr-18,0.501533,0.562698,0.499658,0.558044,"578,239,000","19,607,200,000"
2-Apr-18,0.486067,0.510446,0.478596,0.500688,"262,342,000","19,002,500,000"
1-Apr-18,0.513854,0.515437,0.466223,0.485081,"297,869,000","20,088,900,000"
31-Mar-18,0.510617,0.529406,0.505167,0.512353,"293,208,000","19,962,300,000"
30-Mar-18,0.513268,0.531276,0.484362,0.509565,"518,219,000","20,065,800,000"
29-Mar-18,0.577767,0.57864,0.511511,0.511511,"420,550,000","22,587,400,000"
28-Mar-18,0.577511,0.594023,0.572828,0.578002,"258,298,000","22,577,300,000"
27-Mar-18,0.599026,0.604332,0.565132,0.577917,"351,381,000","23,418,400,000"
26-Mar-18,0.642683,0.644121,0.585922,0.599463,"384,505,000","25,125,200,000"
25-Mar-18,0.638632,0.657213,0.631901,0.641875,"229,352,000","24,966,800,000"
24-Mar-18,0.646214,0.679608,0.640516,0.641265,"390,740,000","25,263,200,000"
23-Mar-18,0.663111,0.663111,0.625258,0.643174,"387,164,000","25,923,800,000"
22-Mar-18,0.693145,0.701351,0.636741,0.662743,"449,042,000","27,097,900,000"
21-Mar-18,0.713055,0.72061,0.679162,0.693664,"527,324,000","27,876,200,000"
20-Mar-18,0.736759,0.736759,0.673427,0.709808,"814,276,000","28,802,900,000"
19-Mar-18,0.672126,0.74908,0.640012,0.74908,"1,096,930,000","26,274,600,000"
18-Mar-18,0.634466,0.677591,0.548815,0.658777,"923,606,000","24,802,400,000"
17-Mar-18,0.687745,0.689434,0.626709,0.637856,"319,824,000","26,885,100,000"
16-Mar-18,0.699063,0.71178,0.674463,0.68926,"502,740,000","27,327,600,000"
15-Mar-18,0.702913,0.730673,0.643845,0.697269,"888,345,000","27,478,100,000"
14-Mar-18,0.789569,0.79908,0.67601,0.701902,"479,149,000","30,865,600,000"
13-Mar-18,0.798451,0.805729,0.778471,0.789711,"279,679,000","31,213,000,000"
12-Mar-18,0.832127,0.838328,0.787882,0.801048,"355,031,000","32,529,500,000"
11-Mar-18,0.795765,0.840407,0.775737,0.831122,"472,972,000","31,108,000,000"
10-Mar-18,0.854872,0.860443,0.793736,0.796627,"402,670,000","33,418,600,000"
9-Mar-18,0.826122,0.856182,0.751485,0.849761,"989,203,000","32,294,700,000"
8-Mar-18,0.872508,0.888562,0.825387,0.825857,"499,496,000","34,108,000,000"
7-Mar-18,0.924378,0.930659,0.824895,0.87121,"809,598,000","36,135,700,000"
6-Mar-18,0.954448,0.991306,0.916863,0.922887,"875,180,000","37,311,200,000"
5-Mar-18,1.01,1.08,0.956116,0.959368,"1,706,820,000","39,650,700,000"
4-Mar-18,0.906008,1.03,0.895618,1.01,"797,226,000","35,417,600,000"
3-Mar-18,0.908786,0.926512,0.903604,0.907804,"280,853,000","35,526,200,000"
2-Mar-18,0.926638,0.933912,0.902286,0.910144,"271,036,000","36,226,700,000"
1-Mar-18,0.904131,0.953796,0.89063,0.928347,"475,257,000","35,346,800,000"
28-Feb-18,0.944697,0.95555,0.903787,0.904583,"329,530,000","36,932,700,000"
27-Feb-18,0.959302,0.97258,0.944977,0.947305,"312,713,000","37,503,700,000"
26-Feb-18,0.943704,0.970906,0.913403,0.956859,"458,613,000","36,893,900,000"
25-Feb-18,0.951977,0.967597,0.915279,0.943487,"360,271,000","37,217,300,000"
24-Feb-18,0.997659,1.01,0.929456,0.954402,"489,920,000","39,003,300,000"
23-Feb-18,0.934176,1.03,0.898286,0.998855,"896,404,000","36,441,500,000"
22-Feb-18,1.01,1.05,0.922458,0.941788,"889,707,000","39,487,400,000"
21-Feb-18,1.08,1.1,0.998881,1.02,"871,526,000","42,207,600,000"
20-Feb-18,1.14,1.17,1.08,1.09,"806,673,000","44,648,100,000"
19-Feb-18,1.12,1.17,1.12,1.14,"556,304,000","43,813,300,000"
18-Feb-18,1.2,1.21,1.09,1.12,"1,113,650,000","46,997,500,000"
17-Feb-18,1.14,1.22,1.13,1.2,"1,186,730,000","44,370,200,000"
16-Feb-18,1.14,1.15,1.11,1.14,"568,339,000","44,663,300,000"
15-Feb-18,1.14,1.16,1.11,1.15,"1,188,530,000","44,433,600,000"
14-Feb-18,1.03,1.17,1.02,1.14,"1,457,600,000","40,026,500,000"
13-Feb-18,1.08,1.08,1.01,1.03,"921,100,000","42,119,800,000"
12-Feb-18,1.01,1.11,1.01,1.08,"1,756,290,000","39,262,700,000"
11-Feb-18,1.07,1.08,0.929767,1,"2,555,310,000","41,635,500,000"
10-Feb-18,0.947251,1.3,0.947251,1.07,"4,682,010,000","36,951,500,000"
9-Feb-18,0.79714,0.954428,0.77154,0.954428,"1,690,340,000","31,095,800,000"
8-Feb-18,0.729252,0.80697,0.722611,0.805263,"947,315,000","28,447,500,000"
7-Feb-18,0.774576,0.805478,0.70695,0.723895,"1,133,370,000","30,215,600,000"
6-Feb-18,0.705121,0.786004,0.58836,0.776393,"2,361,140,000","27,506,200,000"
5-Feb-18,0.825943,0.833866,0.675827,0.691799,"1,286,180,000","32,219,400,000"
4-Feb-18,0.913418,0.952947,0.796821,0.815703,"1,190,960,000","35,631,700,000"
3-Feb-18,0.891992,0.974799,0.761635,0.924043,"1,988,960,000","34,795,900,000"
2-Feb-18,0.960642,0.960642,0.635185,0.884784,"3,529,760,000","37,473,900,000"
1-Feb-18,1.16,1.16,0.930378,0.96253,"1,410,420,000","44,971,500,000"
31-Jan-18,1.13,1.19,1.04,1.16,"1,264,030,000","43,800,800,000"
30-Jan-18,1.33,1.33,1.13,1.14,"1,134,640,000","51,452,400,000"
29-Jan-18,1.4,1.41,1.3,1.32,"1,073,680,000","54,204,300,000"
28-Jan-18,1.22,1.44,1.22,1.4,"1,327,360,000","47,412,500,000"
27-Jan-18,1.22,1.24,1.19,1.22,"689,101,000","47,180,200,000"
26-Jan-18,1.31,1.33,1.14,1.22,"2,037,570,000","50,706,400,000"
25-Jan-18,1.36,1.38,1.29,1.31,"986,068,000","52,811,100,000"
24-Jan-18,1.35,1.42,1.31,1.36,"1,853,440,000","52,380,100,000"
23-Jan-18,1.35,1.43,1.2,1.34,"2,977,080,000","52,421,300,000"
22-Jan-18,1.39,1.43,1.16,1.36,"2,642,510,000","53,909,800,000"
21-Jan-18,1.58,1.58,1.34,1.38,"2,840,750,000","61,061,900,000"
20-Jan-18,1.56,1.63,1.5,1.58,"2,346,450,000","60,543,000,000"
19-Jan-18,1.58,1.7,1.5,1.55,"3,697,430,000","61,291,900,000"
18-Jan-18,1.31,1.73,1.26,1.6,"9,110,440,000","50,577,100,000"
17-Jan-18,1.18,1.38,0.897797,1.31,"7,251,210,000","45,854,700,000"
16-Jan-18,1.68,1.7,0.909313,1.18,"5,687,960,000","65,018,400,000"
15-Jan-18,1.86,1.9,1.67,1.68,"1,838,460,000","71,909,400,000"
14-Jan-18,2.02,2.02,1.81,1.86,"1,978,200,000","78,195,800,000"
13-Jan-18,2.05,2.12,1.98,2.02,"2,130,170,000","79,469,700,000"
12-Jan-18,1.94,2.16,1.87,2.04,"3,330,810,000","75,172,500,000"
11-Jan-18,1.98,2.25,1.62,1.95,"6,296,120,000","76,711,800,000"
10-Jan-18,2.13,2.16,1.7,1.97,"4,833,640,000","82,511,000,000"
9-Jan-18,2.44,2.53,1.98,2.1,"3,694,700,000","94,657,500,000"
8-Jan-18,3.36,3.36,2.07,2.46,"3,315,260,000","130,302,000,000"
7-Jan-18,3.09,3.49,3.08,3.38,"2,395,150,000","119,819,000,000"
6-Jan-18,3.02,3.24,2.99,3.09,"2,777,560,000","117,033,000,000"
5-Jan-18,3.3,3.56,2.83,3.05,"6,288,500,000","127,870,000,000"
4-Jan-18,3.12,3.84,3.12,3.2,"8,103,660,000","120,763,000,000"
3-Jan-18,2.46,3.28,2.44,3.11,"6,635,880,000","95,457,200,000"
2-Jan-18,2.37,2.49,2.25,2.48,"3,171,010,000","91,791,800,000"
1-Jan-18,2.3,2.39,2.15,2.39,"1,894,230,000","88,945,900,000"
