Date,Open,High,Low,Close,Volume,Market Cap
23-Mar-18,7.02,7.14,6.42,7.01,"846,830,000","5,227,640,000"
22-Mar-18,7.01,7.34,6.32,7.03,"1,062,430,000","5,202,800,000"
21-Mar-18,6.07,7.24,5.98,7.03,"765,790,000","4,492,160,000"
20-Mar-18,6.17,6.4,5.45,6.01,"667,072,000","4,553,120,000"
19-Mar-18,4.71,6.36,4.57,6.36,"660,669,000","3,468,420,000"
18-Mar-18,4.65,4.68,3.95,4.65,"333,501,000","3,417,960,000"
17-Mar-18,5.09,5.11,4.61,4.67,"140,080,000","3,725,280,000"
16-Mar-18,5.18,5.32,4.95,5.09,"184,719,000","3,785,350,000"
15-Mar-18,5.35,5.38,4.87,5.17,"293,299,000","3,899,390,000"
14-Mar-18,5.87,5.97,5.25,5.34,"210,733,000","4,266,070,000"
13-Mar-18,5.82,5.98,5.66,5.86,"199,199,000","4,213,560,000"
12-Mar-18,6.15,6.23,5.72,5.83,"206,551,000","4,441,010,000"
11-Mar-18,5.79,6.24,5.61,6.14,"271,829,000","4,165,570,000"
10-Mar-18,6.17,6.5,5.8,5.8,"309,653,000","4,434,700,000"
9-Mar-18,6.2,6.24,5.38,6.13,"429,201,000","4,444,670,000"
8-Mar-18,6.51,6.76,6.12,6.2,"299,365,000","4,651,410,000"
7-Mar-18,7.25,7.37,6.17,6.51,"423,460,000","5,162,590,000"
6-Mar-18,8,8,7.16,7.25,"233,026,000","5,682,730,000"
5-Mar-18,8.18,8.29,8.05,8.05,"183,715,000","5,786,710,000"
4-Mar-18,8,8.18,7.79,8.18,"195,810,000","5,638,260,000"
3-Mar-18,8.11,8.3,7.96,8,"141,850,000","5,702,860,000"
2-Mar-18,8.68,8.74,8.03,8.09,"211,631,000","6,086,740,000"
1-Mar-18,8.39,8.63,8.3,8.63,"214,126,000","5,859,140,000"
28-Feb-18,8.53,9.22,8.41,8.41,"380,053,000","5,940,670,000"
27-Feb-18,8.17,8.87,8.03,8.57,"330,185,000","5,670,740,000"
26-Feb-18,7.9,8.44,7.63,8.13,"251,185,000","5,472,730,000"
25-Feb-18,8.18,8.19,7.7,7.9,"173,549,000","5,646,680,000"
24-Feb-18,8.57,8.72,7.95,8.19,"241,757,000","5,900,520,000"
23-Feb-18,8.05,8.77,7.92,8.58,"284,365,000","5,523,260,000"
22-Feb-18,8.74,8.91,7.98,8.09,"295,638,000","5,965,230,000"
21-Feb-18,9.27,9.31,8.53,8.76,"298,553,000","6,315,770,000"
20-Feb-18,9.69,10.01,9.26,9.28,"305,781,000","6,586,160,000"
19-Feb-18,9.37,9.79,9.36,9.68,"225,362,000","6,355,840,000"
18-Feb-18,10.16,10.2,9.23,9.38,"353,808,000","6,860,990,000"
17-Feb-18,10.01,10.18,9.93,10.15,"276,849,000","6,746,400,000"
16-Feb-18,10.15,10.24,9.7,10.02,"249,798,000","6,817,050,000"
15-Feb-18,9.94,10.3,9.77,10.17,"392,065,000","6,656,240,000"
14-Feb-18,9.23,10.02,9.17,9.97,"480,309,000","6,160,920,000"
13-Feb-18,9.18,9.27,8.7,9.21,"365,436,000","6,113,090,000"
12-Feb-18,8.45,9.29,8.45,9.18,"353,976,000","5,609,460,000"
11-Feb-18,9.09,9.09,8.17,8.41,"408,013,000","6,007,740,000"
10-Feb-18,9.61,10.3,8.66,9.1,"609,066,000","6,334,330,000"
9-Feb-18,8.5,9.66,8.16,9.65,"507,606,000","5,584,730,000"
8-Feb-18,7.66,8.59,7.66,8.51,"542,068,000","5,019,680,000"
7-Feb-18,8.35,8.65,7.56,7.61,"762,884,000","5,439,430,000"
6-Feb-18,7.17,8.46,5.85,8.34,"1,304,850,000","4,659,180,000"
5-Feb-18,8.68,8.85,6.94,7.06,"640,159,000","5,618,380,000"
4-Feb-18,9.77,10.17,8.45,8.61,"588,172,000","6,306,870,000"
3-Feb-18,9.77,10.39,8.59,9.84,"736,278,000","6,290,740,000"
2-Feb-18,10.17,10.22,7.64,9.79,"1,534,140,000","6,528,440,000"
1-Feb-18,12.24,12.4,9.9,10.21,"919,859,000","7,826,060,000"
31-Jan-18,11.46,12.33,10.42,12.2,"1,008,810,000","7,309,740,000"
30-Jan-18,14.03,14.03,11.3,11.56,"980,342,000","8,918,290,000"
29-Jan-18,15.03,15.17,13.8,14.01,"565,307,000","9,524,430,000"
28-Jan-18,14.34,15.04,14.34,15.02,"646,950,000","9,057,850,000"
27-Jan-18,14.34,14.63,13.97,14.27,"653,831,000","9,027,390,000"
26-Jan-18,14.28,14.73,13.22,14.34,"1,444,040,000","8,958,130,000"
25-Jan-18,13.96,14.93,13.7,14.31,"1,546,860,000","8,734,500,000"
24-Jan-18,13.01,13.86,12.63,13.83,"1,050,800,000","8,112,750,000"
23-Jan-18,13.57,13.81,11.87,12.97,"1,614,680,000","8,432,510,000"
22-Jan-18,13.54,15.18,12.85,13.66,"2,902,200,000","8,385,480,000"
21-Jan-18,15.66,15.66,12.39,13.44,"2,887,800,000","9,666,480,000"
20-Jan-18,11.25,15.76,11.25,15.52,"2,777,450,000","6,920,580,000"
19-Jan-18,10.38,11.77,9.92,11.18,"845,596,000","6,365,040,000"
18-Jan-18,10.2,11.27,9.89,10.51,"1,266,300,000","6,230,180,000"
17-Jan-18,10.2,10.57,7.67,10.19,"1,625,250,000","6,209,050,000"
16-Jan-18,12.96,13.04,8.6,10.28,"1,599,730,000","7,857,840,000"
15-Jan-18,13.42,14.83,12.92,12.94,"806,381,000","8,110,090,000"
14-Jan-18,16.17,16.17,13.31,13.44,"1,162,420,000","9,718,770,000"
13-Jan-18,13.92,18.71,13.54,16.23,"3,379,130,000","8,336,870,000"
12-Jan-18,11.4,15.34,10.78,13.75,"2,449,370,000","6,804,430,000"
11-Jan-18,11.33,12.42,9.31,11.35,"1,161,850,000","6,741,700,000"
10-Jan-18,9.33,11.63,8.68,11.34,"1,211,790,000","5,534,140,000"
9-Jan-18,9.67,9.76,8.99,9.33,"546,937,000","5,711,470,000"
8-Jan-18,12.51,12.58,8.44,9.69,"697,175,000","7,367,780,000"
7-Jan-18,12.77,13.37,12.09,12.52,"781,497,000","7,495,320,000"
6-Jan-18,10.81,12.58,10.46,12.58,"688,819,000","6,324,240,000"
5-Jan-18,11.23,11.51,10.4,10.84,"618,755,000","6,549,910,000"
4-Jan-18,10.45,11.97,10.29,11.28,"1,204,970,000","6,076,410,000"
3-Jan-18,9.32,10.23,8.85,10.23,"529,459,000","5,394,840,000"
2-Jan-18,8.91,9.78,8.91,9.33,"552,189,000","5,144,580,000"
1-Jan-18,8.77,9.11,8.51,8.84,"331,073,000","5,041,600,000"
